Campaign_ID,Product_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Customer_ID,Subscription_Tier,Subscription_Length,Flash_Sale_ID,Discount_Level,Units_Sold,Bundle_ID,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords
CMP_DYWKR3,PROD_GDDVYT,47404.8,838,123,5065.6,3.66,CUST_PV4RN5,Standard,23,FLASH_TOD50G,44,3,BNDL_33DNBT,114.95,3,Stylish
CMP_CPGNQU,PROD_NHKC1M,45330.11,3922,145,72516.74,1.38,CUST_YRTIK0,Standard,34,FLASH_MGAVY0,38,12,BNDL_R7DV9C,290.37,4,Innovative
CMP_DMYPJI,PROD_137WQV,11210.63,3243,570,85004.7,3.2,CUST_SV9ATS,Standard,1,FLASH_KSTCCC,63,110,BNDL_IGRFF7,407.95,4,Innovative
CMP_VTYPJ4,PROD_U2L2CT,48655.96,489,215,31321.77,4.78,CUST_6IJ879,Basic,9,FLASH_CLZGAR,47,134,BNDL_N66MPZ,261.04,4,Stylish
CMP_YDRCJP,PROD_IXRHXB,36693.22,1917,724,39584.35,3.62,CUST_PYOIJ9,Basic,31,FLASH_DTYD7U,31,64,BNDL_9J2PVD,171.06,4,Stylish
CMP_K8WX0I,PROD_77OX60,38452.76,2815,298,33287.89,4.88,CUST_6RXXS0,Standard,5,FLASH_M24R2J,45,170,BNDL_WM4UI8,126.4,3,Stylish
CMP_74H23B,PROD_I5Y06W,9802.19,858,739,47741.92,2.64,CUST_RPCOB4,Standard,16,FLASH_6ZTM9J,60,21,BNDL_6109QA,171.31,4,Durable
CMP_BGSHAK,PROD_82IF0S,22095.63,1717,892,71646.7,2.87,CUST_6KCU6K,Basic,35,FLASH_9EW96U,12,111,BNDL_8ZC9PY,372.12,4,Affordable
CMP_3ZJJIG,PROD_BFQNDJ,49702.28,3063,408,48591.47,1.82,CUST_W8445K,Basic,27,FLASH_TXUMRZ,23,24,BNDL_KW6BLF,196.12,4,Innovative
CMP_IWYXI3,PROD_ANDRE7,38972.94,2839,859,24193.78,2.86,CUST_58WORF,Premium,29,FLASH_QRDW74,62,28,BNDL_8BRDBD,172.82,1,Durable
CMP_7MNIWC,PROD_Z6FG0F,11528.18,4890,462,84998.68,3.05,CUST_NZE5JU,Premium,16,FLASH_TII6NK,10,65,BNDL_YZ7FNH,260.81,2,Affordable
CMP_QO7QXL,PROD_MOJNWV,31574.38,1695,677,16502.19,2.65,CUST_MR4BA0,Premium,24,FLASH_KR0QKY,14,195,BNDL_UUIO60,382.87,4,Durable
CMP_XH5EPC,PROD_8DW16G,34465.14,3912,713,81898.31,2.17,CUST_9U3KAG,Standard,30,FLASH_XTNUXV,42,43,BNDL_KGQ46P,261.65,2,Affordable
CMP_ME4510,PROD_IU7ONQ,18916.68,2723,732,64456.17,4.08,CUST_2ZUBRG,Standard,16,FLASH_H4CCRF,45,80,BNDL_UJII0A,202.01,4,Innovative
CMP_MAKRAX,PROD_7SJT8K,15938.67,3578,15,94893.34,1.84,CUST_6CW2US,Premium,28,FLASH_D4T340,49,22,BNDL_ZBX11L,163.19,4,Innovative
CMP_NFQ14K,PROD_26ZU2S,3184.34,4500,389,19910.53,2.65,CUST_JAZ3NW,Premium,16,FLASH_KTF0L8,44,3,BNDL_MAM09F,264.4,4,Innovative
CMP_Z9ATOE,PROD_HVMRTN,47522.84,2586,592,63779.04,1.26,CUST_DN607F,Standard,1,FLASH_DSE9SH,42,155,BNDL_JDRIXP,129.05,3,Stylish
CMP_56QATD,PROD_L6R8S8,20532,3071,572,54814.28,2.92,CUST_XVD6QO,Basic,25,FLASH_0I2ZQ3,53,3,BNDL_5ZLIP3,453.36,2,Durable
CMP_99ADA6,PROD_X8ZTE2,38045.31,2044,912,92396.59,1.63,CUST_SEIVV6,Standard,5,FLASH_79Y1KP,27,133,BNDL_RXF3MB,328.33,3,Innovative
CMP_8032AB,PROD_V37LUB,27504.15,1164,434,57692.09,0.66,CUST_VYH3W5,Premium,12,FLASH_CX2KZI,27,78,BNDL_87G5D7,112.2,1,Durable
CMP_XE1LMI,PROD_H03P8W,47842.1,2082,308,37858.57,0.78,CUST_HFHD5Q,Basic,4,FLASH_WQX7SD,45,165,BNDL_E7MIXQ,387.65,1,Stylish
CMP_EEJF7M,PROD_YKDKZ6,30626.04,851,117,25359.63,1.75,CUST_3K5BHJ,Standard,15,FLASH_P879DC,56,52,BNDL_H9KM1Q,212.24,2,Innovative
CMP_FNUV3I,PROD_SW0WL8,25584.5,4058,731,14095.98,0.87,CUST_9K81KW,Basic,13,FLASH_XI0BA1,50,60,BNDL_JVDVAT,186.8,4,Durable
CMP_AY88YI,PROD_P86XQ2,31788,1084,339,62741.4,3.62,CUST_CHZTUA,Standard,17,FLASH_2SBP1W,26,97,BNDL_C66263,463.98,1,Innovative
CMP_O9WP9B,PROD_YJDMAL,27188.28,1368,708,82442.4,2.86,CUST_TQKQS6,Standard,19,FLASH_9L0C4C,20,6,BNDL_J7VIMM,133.05,4,Stylish
CMP_10BGHC,PROD_E36040,30603.15,3886,440,82661.07,3.3,CUST_YZSPD8,Basic,2,FLASH_WSW6GO,52,4,BNDL_FO82TY,213.24,1,Stylish
CMP_WQIBHY,PROD_DZHNPE,39080.12,1048,946,17045.23,3.76,CUST_4WP62N,Premium,35,FLASH_DLYPE4,14,34,BNDL_UTS541,420.16,3,Stylish
CMP_HPJ50W,PROD_E9ARTB,26607.96,2615,456,11315.36,2.23,CUST_NGLESJ,Basic,2,FLASH_4C50UC,20,196,BNDL_FAC8QE,219.52,4,Innovative
CMP_HLPP5P,PROD_LHJ70S,6252.59,4025,109,65659.93,0.99,CUST_QEOE07,Standard,3,FLASH_OB701Y,44,134,BNDL_UKHMLH,228.62,3,Innovative
CMP_MEPYK1,PROD_HZ4VXA,20425.85,3213,621,54115.93,4.05,CUST_SBFHMS,Basic,35,FLASH_EJT7FA,64,8,BNDL_6CASV7,425.89,1,Affordable
CMP_4J4OFH,PROD_XAQHPQ,16503.6,4063,120,63060.16,3.86,CUST_QSR6K6,Premium,34,FLASH_SINI1M,46,21,BNDL_E2VFX7,191.86,2,Stylish
CMP_VOV3EF,PROD_F3CDGI,46970.09,4688,921,11254.34,3.5,CUST_VCKHGN,Basic,22,FLASH_PI4T1O,60,36,BNDL_POXUTB,69.07,1,Affordable
CMP_WC98AQ,PROD_P7YQ3A,31338.89,1752,312,49575.66,4.2,CUST_F7YECF,Basic,31,FLASH_CJOK9B,65,16,BNDL_4XM0BD,419.22,1,Durable
CMP_TTL4LC,PROD_GD22Z2,46005.91,4027,376,62970.82,1.51,CUST_PPKMGN,Standard,20,FLASH_HXILLJ,57,162,BNDL_3JX95O,156.94,3,Affordable
CMP_C0XNE1,PROD_ZHTQ68,41375.28,2329,340,58176.11,0.79,CUST_L3BD2Q,Premium,8,FLASH_ESGSH4,58,110,BNDL_NZ69JO,457.3,1,Durable
CMP_1E3XHH,PROD_9LODX2,49690.71,3131,868,19744.41,0.6,CUST_CVJJRT,Basic,30,FLASH_JVCU92,25,46,BNDL_C9L0W5,326.72,2,Affordable
CMP_KCBMDJ,PROD_5DQ4P4,26619.35,1129,606,70075.86,4.58,CUST_UVNQSX,Basic,6,FLASH_CR8BUF,47,4,BNDL_ZZOB89,326.77,2,Affordable
CMP_DDJZCR,PROD_CB5A43,21921.61,4876,204,37748.03,2.02,CUST_4HT6Q3,Basic,14,FLASH_UAIGHN,10,13,BNDL_A0MX6G,271.01,3,Innovative
CMP_4EF7K0,PROD_EMSXM0,1427.62,2759,966,74470.29,1.95,CUST_KHR7TM,Standard,10,FLASH_11PZBP,59,1,BNDL_WINZMU,330.62,3,Affordable
CMP_5MHYQP,PROD_S7D8TC,33245.75,4942,113,14734.2,2.63,CUST_4GTDLK,Premium,25,FLASH_B1KYOT,12,136,BNDL_OQYFZX,266.51,3,Durable
CMP_PTHWUT,PROD_Z8XOV5,38956.09,4998,985,20168.03,4.47,CUST_QOPEZ1,Premium,27,FLASH_B1IRUY,13,55,BNDL_H6ATJP,87.68,2,Innovative
CMP_85UPT3,PROD_124GX1,27341.13,4771,338,51320.33,2.72,CUST_BGC3EV,Standard,6,FLASH_HBKZ8Q,27,93,BNDL_4FMGHD,70.9,3,Stylish
CMP_2Q1YLZ,PROD_9RK420,38134.04,4678,300,85417.27,0.76,CUST_E2QOYI,Basic,5,FLASH_YHEU29,29,101,BNDL_3MO0N8,324.5,4,Durable
CMP_D049SO,PROD_XP5EUJ,17139.2,2335,975,71489.21,4.95,CUST_3A18O7,Premium,12,FLASH_J8AK72,28,139,BNDL_79LJTB,87.68,4,Durable
CMP_YEXM7N,PROD_NJ83WB,41866.81,1971,426,85184.78,0.89,CUST_IRV5Z6,Premium,7,FLASH_P9R1CX,46,92,BNDL_0DPDUJ,417.12,4,Affordable
CMP_G2IFIK,PROD_64HWTF,45725.51,1592,703,52990.9,4.46,CUST_K0YDIM,Basic,9,FLASH_LHVND8,39,80,BNDL_JJXG9A,197.88,3,Durable
CMP_4CSD1C,PROD_DGEEDC,15284.69,2597,866,98492,0.95,CUST_5FTPA4,Basic,21,FLASH_FV7CZQ,47,81,BNDL_M6RVAI,129.62,2,Affordable
CMP_8O9JYX,PROD_KLH6LA,9220.71,3891,895,7604.43,4.83,CUST_E7P1TI,Premium,2,FLASH_UPSFDQ,17,150,BNDL_TDPQSI,140.84,4,Innovative
CMP_X959O2,PROD_UFPDYP,16198.46,4372,667,41780.55,4.42,CUST_DLFM2P,Basic,1,FLASH_200M9G,32,80,BNDL_534K29,236.38,4,Affordable
CMP_1MDTFQ,PROD_3J2U5N,49285.36,2717,593,49430.67,3.6,CUST_B712ZR,Premium,1,FLASH_RPV0NQ,32,101,BNDL_XYJOLB,308.13,2,Durable
CMP_P9O60U,PROD_M6TOUU,13315.58,2890,110,92136.47,0.75,CUST_CDOHR6,Premium,2,FLASH_188GB9,42,154,BNDL_4H59ZU,378.66,2,Stylish
CMP_JSYR96,PROD_NAQBY6,25419.31,3760,506,21241.19,1.17,CUST_A0W85M,Premium,14,FLASH_I2C5WT,37,2,BNDL_UL33KQ,84.85,3,Durable
CMP_26IJ4P,PROD_ACO6XJ,44676.79,2306,443,42917.61,1.84,CUST_YLN3IW,Standard,3,FLASH_1PRHQF,28,91,BNDL_0TG5IE,158.1,2,Affordable
CMP_UE3IPR,PROD_CF4X0C,44805.66,2365,783,30480.31,2.06,CUST_1QU7OQ,Basic,24,FLASH_F4YNVA,36,66,BNDL_I0PMFR,69.12,4,Stylish
CMP_05QRW3,PROD_TOL9C4,23765.78,3495,161,65748.94,1.94,CUST_MKJ5V4,Premium,12,FLASH_14DTLU,21,144,BNDL_Y7Z50Y,60.38,2,Stylish
CMP_TXQ5DM,PROD_W3PAUB,15602.64,4785,900,83883.11,1.33,CUST_RROZTD,Standard,11,FLASH_BCFSJG,56,10,BNDL_8S0P77,226.61,1,Durable
CMP_QETTZF,PROD_SHSXTZ,25440.45,3411,1,69801.83,4.1,CUST_9D65G8,Standard,5,FLASH_A1DSK2,69,159,BNDL_MRY1FH,368.96,1,Affordable
CMP_JKRBZR,PROD_700C1S,17422.8,261,80,83980.02,1.75,CUST_8GGZKD,Premium,11,FLASH_UFA5U4,57,30,BNDL_RLXA1E,292.55,2,Stylish
CMP_7TN2BZ,PROD_BDPV0L,21599.08,1880,247,25289.31,0.67,CUST_E71V31,Standard,8,FLASH_PF6W0G,44,83,BNDL_2D8DN0,436.76,4,Innovative
CMP_5C3ITJ,PROD_YJB7QH,23573.07,2495,45,2401.78,4.05,CUST_NBZ1RE,Basic,18,FLASH_W39SFG,10,197,BNDL_MRRABQ,264.95,4,Durable
CMP_C3D9BF,PROD_AWD9O9,8451.77,1899,959,76772.87,3.87,CUST_AJ6D2Y,Basic,34,FLASH_6QL2JM,13,7,BNDL_SJ6KKB,51.4,4,Durable
CMP_R5YRP3,PROD_0YIPUI,25083.97,1998,940,73405.6,3.52,CUST_DOZ3QR,Premium,28,FLASH_NOA5OH,33,48,BNDL_E31Q8H,271.77,3,Innovative
CMP_FTGDJS,PROD_56LZ6F,27644.09,1726,670,84008.01,2.08,CUST_WVXKJQ,Basic,30,FLASH_M96724,49,88,BNDL_TBSUZX,78.88,4,Stylish
CMP_Y5V44O,PROD_UA6YGF,15764.29,2613,798,78167.07,3,CUST_N9WNK9,Basic,12,FLASH_UGJ5KE,62,10,BNDL_XVCXXL,435.57,1,Affordable
CMP_JHWYCE,PROD_RAGPYP,24335.72,1674,360,33848.86,3.98,CUST_BLURH7,Premium,16,FLASH_XOER5H,14,11,BNDL_YHP7O8,72.61,3,Stylish
CMP_5RRU56,PROD_5ZUSPY,26976.1,4832,918,33532.4,3.68,CUST_NYJZNM,Basic,3,FLASH_8D5FCR,51,44,BNDL_D4FOAJ,264.07,3,Durable
CMP_N8CJVZ,PROD_Z0I4WX,42474.37,3937,319,1002.08,1.42,CUST_IFWTSB,Standard,21,FLASH_N62ASM,68,60,BNDL_OYWNCY,277.36,4,Stylish
CMP_7465KD,PROD_O2ZDR8,35184.46,815,313,27194.42,2.24,CUST_KXJ9ZB,Standard,15,FLASH_W9XOQY,63,75,BNDL_PY43AT,222.46,4,Stylish
CMP_TB9FML,PROD_NPRWEM,37471.86,4828,262,28782.88,3.23,CUST_48195H,Premium,1,FLASH_XI4XCJ,23,106,BNDL_AJQFTP,202.85,2,Innovative
CMP_1HF2M8,PROD_IL1XS2,28272.19,3198,68,76659.68,2.38,CUST_F544UD,Premium,2,FLASH_09SX0O,62,15,BNDL_TYX0L7,71.51,1,Affordable
CMP_0I4WPA,PROD_0ELVC2,10302.83,2582,136,50783.8,3.57,CUST_L5STT4,Basic,13,FLASH_55KMZ6,20,79,BNDL_EB2WVT,160.62,4,Stylish
CMP_I9HY3V,PROD_1CBWZ0,46398.81,3218,988,40643.1,4.15,CUST_30MZK0,Premium,19,FLASH_Z8546V,45,80,BNDL_F560HH,435.89,4,Durable
CMP_X1M0ER,PROD_IT592Z,37588.86,4672,270,5145.86,1.85,CUST_YZCV90,Premium,33,FLASH_J0RZZ9,67,114,BNDL_9LPF8D,97.33,3,Durable
CMP_51RVJR,PROD_WHB4CL,17513.05,1571,394,51366.23,2.01,CUST_BMB1WE,Premium,1,FLASH_ZXCOZA,31,148,BNDL_C1FESH,347.72,3,Affordable
CMP_WQNUSC,PROD_3Z0VVL,31663.73,3789,918,86339.82,2.82,CUST_V1H1OR,Basic,7,FLASH_VZFJY0,52,166,BNDL_BOAL52,79.4,4,Affordable
CMP_X2VGCA,PROD_NS3HYE,39485.01,847,801,6808.23,1.45,CUST_1X3ZR2,Basic,21,FLASH_LA65XN,11,163,BNDL_8TCQ68,238,2,Innovative
CMP_2WTJLD,PROD_Y1J7N9,22921.86,1385,724,21504.06,3.34,CUST_QVXM69,Standard,17,FLASH_UNT3BV,66,20,BNDL_WP36DE,108.26,1,Affordable
CMP_67QD5S,PROD_M284HM,24209.49,4778,710,5380.76,1.28,CUST_JX9ZFO,Basic,3,FLASH_9PBJ9X,37,83,BNDL_SFT95D,286.16,3,Stylish
CMP_08UIZA,PROD_1WF14C,28037.66,4756,170,45862.99,1.54,CUST_DFSM5X,Basic,8,FLASH_A8KBTC,64,114,BNDL_MN9TV1,172.76,2,Affordable
CMP_GGLP0T,PROD_O00VP4,19976.38,3718,855,18634.74,1.48,CUST_V0Q9J1,Basic,21,FLASH_QPVQF1,21,19,BNDL_J31553,431.6,3,Durable
CMP_5KW16M,PROD_QH9OHU,20580.83,3826,461,27008.03,2.12,CUST_RGM7ID,Basic,19,FLASH_TF5WMI,61,53,BNDL_3YECYD,205.29,4,Stylish
CMP_12MGMV,PROD_W7Z3MB,27656.57,2645,479,21636.82,0.83,CUST_FKZ02F,Basic,27,FLASH_IYKWTY,48,25,BNDL_7CBAT6,368.38,3,Stylish
CMP_HAF8O7,PROD_CSLOSS,28707.97,2761,24,52989.83,1.29,CUST_ARMXRN,Standard,30,FLASH_4GE7IT,18,40,BNDL_ERL0G4,138.92,2,Stylish
CMP_O0N013,PROD_J1IZKF,36431.26,3040,386,64250.6,2.72,CUST_1S3SMA,Standard,10,FLASH_NR2M5G,33,112,BNDL_6P1T1D,340.62,1,Affordable
CMP_OR1XZ2,PROD_0ADRR1,8624.67,4719,167,24648.86,4.21,CUST_DH47KU,Premium,11,FLASH_P3CH0V,66,25,BNDL_ORR98A,94.32,3,Affordable
CMP_23IR6O,PROD_O5N6QX,36429.12,4443,15,50476.96,0.57,CUST_PSCVZT,Standard,3,FLASH_2TMS87,63,137,BNDL_2VQNAL,228.3,4,Affordable
CMP_C8SPA1,PROD_V7W0D6,36393.18,3905,387,56650.93,4.17,CUST_ZY565X,Standard,8,FLASH_1Y9G4C,33,19,BNDL_QZ2XN3,178.55,4,Affordable
CMP_S9CLBW,PROD_DRJNNS,29767.16,4004,424,20610.98,2.64,CUST_R13DZN,Basic,12,FLASH_M9EFI7,10,186,BNDL_L9L4D9,162,1,Stylish
CMP_QYBAQ6,PROD_4TI4FI,45954.75,3542,994,92153.51,4.74,CUST_LBVONU,Basic,8,FLASH_0J3ZO6,34,145,BNDL_LJA195,179.21,4,Durable
CMP_5JGD1V,PROD_XDG5AX,15314.96,3799,218,24982.85,4.09,CUST_2LVRR5,Basic,12,FLASH_Y89GEM,57,44,BNDL_0SV54B,148.01,3,Durable
CMP_68NED9,PROD_GD6BZY,49810.74,2950,582,56271.96,2.26,CUST_SB4M7I,Standard,11,FLASH_9EJLW9,62,66,BNDL_RTMSS0,262.37,4,Stylish
CMP_0I960V,PROD_78XJ8U,6240.95,2539,601,54357.75,3.05,CUST_QTR7LK,Premium,1,FLASH_Y1Q3KB,59,144,BNDL_Y2J3H4,486.37,4,Affordable
CMP_8NLIHS,PROD_LUUDUC,47106.58,3695,292,39548.72,3.52,CUST_NXIQGM,Standard,21,FLASH_D9YNCA,24,118,BNDL_5KJRSM,121.79,3,Durable
CMP_GJU1XD,PROD_NNSJLB,46485.88,2701,863,96813.27,0.59,CUST_8DCY0U,Premium,23,FLASH_7C0KJL,33,146,BNDL_RELGKZ,280.09,1,Durable
CMP_68H5W9,PROD_47FF4K,38365.33,1580,946,4663.61,1.25,CUST_RUE6LA,Premium,15,FLASH_Y3QC0K,24,198,BNDL_EX9TG6,152.2,2,Innovative
CMP_F36VRK,PROD_HS2Q6Y,38556.95,3645,943,63727.61,3.02,CUST_XWA2SN,Premium,22,FLASH_AC3VER,22,159,BNDL_TWEVCV,59.11,1,Innovative
CMP_4KD3S4,PROD_LD5PKI,19882.93,4789,822,3816.82,1.7,CUST_4ABCXT,Premium,16,FLASH_7G54W1,54,165,BNDL_Y10JIE,110.71,2,Stylish
CMP_RLUERE,PROD_T03UG6,29910.72,1073,202,93704.06,3.67,CUST_DWXEMW,Standard,1,FLASH_7P1S7T,19,116,BNDL_QU06G6,94.87,1,Innovative
CMP_GMIAJN,PROD_QBQT1M,30498.24,4714,706,13342.56,3.76,CUST_2QAXG3,Premium,19,FLASH_PNGX42,53,119,BNDL_AA58S8,60.23,3,Stylish
CMP_IJ2WK1,PROD_JXXN0Q,45279.15,1515,979,61722.65,4.36,CUST_HDIGS1,Standard,4,FLASH_HKVZDV,10,136,BNDL_X71W98,344.35,2,Innovative
CMP_BDFTF8,PROD_GHPOGA,2761.2,3747,532,99753.11,1.33,CUST_PAKCTB,Standard,1,FLASH_CB0UEC,34,161,BNDL_J2F4CX,228.95,4,Affordable
CMP_S7UMOL,PROD_3KK8H5,38311.87,3316,848,78834.4,2.63,CUST_ZVY6ZQ,Premium,4,FLASH_ZWD7KV,22,59,BNDL_5MLCVF,388.64,1,Innovative
CMP_U0UTFK,PROD_HJOKXH,47106.38,2652,939,97910.22,1.52,CUST_L08SGL,Basic,14,FLASH_RGA9T7,26,115,BNDL_X1IVOU,188.4,1,Innovative
CMP_1Q0MXG,PROD_WKL322,37853.96,3313,197,57956.2,4.46,CUST_9LJ5R5,Premium,6,FLASH_ZF3SEA,65,52,BNDL_JQIZPD,319.97,4,Affordable
CMP_XKGOYL,PROD_BBUYIV,46491.9,4385,256,6851.86,2.52,CUST_MFWI06,Premium,6,FLASH_6RYAMB,37,118,BNDL_CHU59W,266.14,3,Stylish
CMP_JAG3X7,PROD_HXARB9,38004.28,1032,252,92078.06,4.74,CUST_YLG3EM,Premium,26,FLASH_9AT2JH,53,11,BNDL_L9U7DJ,217.43,1,Affordable
CMP_MWBNK7,PROD_IMT7P2,13816.24,2640,896,18020.79,0.79,CUST_6LR3DE,Standard,5,FLASH_SZFDUX,12,3,BNDL_R6J2AK,433.46,2,Affordable
CMP_ZXD45C,PROD_P7BGE8,11259.59,2004,424,73093.92,3.43,CUST_YKGLDC,Premium,25,FLASH_ZNAM7X,35,90,BNDL_RJOP5A,65.55,1,Stylish
CMP_YKXNI6,PROD_68DWQJ,43943.49,4980,426,94541.73,4.96,CUST_4VUZU1,Premium,1,FLASH_C30AO0,58,7,BNDL_RAEZYH,227.19,4,Affordable
CMP_S8XG4A,PROD_58NLA4,21426.6,2105,549,35195.56,4.61,CUST_2FDVYK,Basic,10,FLASH_28L7TQ,67,12,BNDL_4EO7GI,169.15,3,Stylish
CMP_AIKFCQ,PROD_6CXPN4,19148.54,1225,792,96461.82,4.43,CUST_3PUW6C,Premium,15,FLASH_OI91ME,28,55,BNDL_CVSVXT,182.52,1,Affordable
CMP_SYFKOQ,PROD_L24DZ6,6538.42,4393,549,15968.04,2.79,CUST_S7NMLN,Basic,3,FLASH_8Z9Y99,30,160,BNDL_3RWEPK,124.83,4,Durable
CMP_U2ONH2,PROD_HOF6ES,46896.69,3075,470,75744.36,3.4,CUST_M13FFP,Premium,35,FLASH_3B375K,52,27,BNDL_6VJBK9,289.4,3,Affordable
CMP_T0NJVY,PROD_PAS2KW,45755.12,2497,340,69462.45,4.26,CUST_SE1PHF,Standard,6,FLASH_R5FJDX,18,47,BNDL_1QCYJ7,203.93,3,Durable
CMP_3VNDJ3,PROD_N2CZVU,29605.01,2135,66,41437.65,4.36,CUST_5YI9UB,Standard,33,FLASH_B4TRTG,13,32,BNDL_3AP3MI,404.16,1,Innovative
CMP_SMW74N,PROD_Y3RZAW,28662.67,3006,910,82033.15,0.54,CUST_CQB9TB,Standard,22,FLASH_VR6MYN,66,18,BNDL_5Z45KW,212.77,3,Affordable
CMP_KNY0GB,PROD_N69OBR,24110.8,2309,933,10267.39,1.61,CUST_M97VDK,Standard,4,FLASH_FOMJ0C,28,87,BNDL_7F9ZV7,247.72,4,Affordable
CMP_9JR26I,PROD_4UQHGZ,18866.13,1389,482,19748.85,2.11,CUST_MJLFE1,Standard,14,FLASH_Q1PLPK,33,26,BNDL_6NVM3V,98.43,3,Stylish
CMP_GPYLBD,PROD_PD90RH,26281,3167,35,41536.1,4.46,CUST_6RIYK4,Premium,23,FLASH_QI5Q38,40,31,BNDL_B1BS8W,334.54,3,Stylish
CMP_GLWMX7,PROD_HL5WA1,32948.08,773,664,66798.66,4.05,CUST_171KS1,Basic,19,FLASH_I3E8KY,21,51,BNDL_IH9EAT,311.52,4,Durable
CMP_SI65Y6,PROD_V6TGBI,28198.63,4996,595,30380.14,2.76,CUST_3IOQDF,Basic,19,FLASH_83NZ3V,34,31,BNDL_JU7Y6F,87.01,1,Durable
CMP_R1T3NU,PROD_VP8UNU,31800.2,3725,397,30741.03,1.35,CUST_EU9KKY,Basic,14,FLASH_FXIQJR,34,35,BNDL_KCYKDD,437.41,4,Stylish
CMP_A9BLC0,PROD_CVJP1B,30979.39,2179,562,24225.28,0.68,CUST_IKV0HK,Premium,8,FLASH_Z7G8ZI,39,126,BNDL_8XB6YS,90.26,3,Innovative
CMP_BXJG74,PROD_HZQBJW,29545.44,3392,953,21491.61,0.56,CUST_K1U4RS,Standard,1,FLASH_4G110R,39,185,BNDL_Z469KF,389.42,1,Durable
CMP_EOMBD8,PROD_K0JE0X,27956.94,4867,22,77086.8,2.39,CUST_N7DTWU,Basic,33,FLASH_AAPSGL,48,48,BNDL_FDXEBF,171.11,3,Affordable
CMP_DO708T,PROD_BS2E8P,31350.15,3924,846,52443.05,3.51,CUST_60JMA5,Basic,17,FLASH_W8DF62,46,154,BNDL_854KAV,80.69,2,Stylish
CMP_NC28XL,PROD_PJWLA1,25114.45,1044,492,58631.72,0.56,CUST_5634EJ,Premium,7,FLASH_SMQLS5,58,144,BNDL_6T62B3,304.01,3,Innovative
CMP_9WULLF,PROD_KJ0QYD,36763.18,4690,868,43167.77,3.23,CUST_KNDS49,Premium,8,FLASH_LA37PV,62,121,BNDL_SVUBXM,346.68,3,Durable
CMP_M81IP0,PROD_A2V37I,20750.75,2252,68,34647.37,0.93,CUST_VHYVIW,Standard,9,FLASH_SZGLY2,13,35,BNDL_HCWHK8,298.4,2,Affordable
CMP_T1PV9I,PROD_9PZ4KH,38032.4,1657,821,95248.68,0.82,CUST_EII9FN,Standard,12,FLASH_ND7WU7,24,84,BNDL_4T2I0X,209.69,2,Innovative
CMP_Q606II,PROD_7UEIU8,30193.65,1313,907,14554.58,4.8,CUST_E3MF3Y,Basic,4,FLASH_H0TK4A,20,16,BNDL_72BAW1,259.75,2,Stylish
CMP_B6JXU5,PROD_8OFWA8,18614.46,3971,875,23755.87,3.58,CUST_ZDYEUC,Basic,13,FLASH_E0S3Q7,20,74,BNDL_3Z7YK3,224.45,1,Innovative
CMP_1S6O3N,PROD_JPL2FZ,38078.02,3842,342,51122.46,1.94,CUST_86E06J,Standard,9,FLASH_S02URE,66,120,BNDL_UN2NZ9,289.68,1,Affordable
CMP_NBOI6C,PROD_31OJ5J,44378.45,4761,624,84993.85,2.95,CUST_YQIU34,Basic,5,FLASH_0SUQPC,29,139,BNDL_JFLDHT,107.61,1,Stylish
CMP_3OE5L6,PROD_830CCV,49876.87,4171,646,30342.92,1.91,CUST_HUSSJ2,Premium,8,FLASH_WSD6CR,68,153,BNDL_KRL51L,104.92,1,Affordable
CMP_4BA7OR,PROD_JJXB6F,32608.03,4498,550,48780.35,0.54,CUST_WCSB80,Basic,16,FLASH_465D58,33,32,BNDL_09SCAW,260.27,2,Durable
CMP_8IM24E,PROD_D2Z58Z,25175.2,3120,599,94482.48,1.1,CUST_568A5K,Basic,29,FLASH_B3S4MP,43,42,BNDL_LM51SJ,170.91,3,Stylish
CMP_1BXKGT,PROD_9FPDPL,36903.31,3475,757,51533.01,4.28,CUST_R9XURT,Premium,1,FLASH_PB7YVH,44,61,BNDL_TD3TXU,459.01,2,Stylish
CMP_I1IX64,PROD_HURIYT,37195.5,3447,602,19478.46,3.13,CUST_1E1WPG,Standard,34,FLASH_73HEEF,30,95,BNDL_OQGDP8,299.65,4,Stylish
CMP_A4WY3D,PROD_DOWKNS,25473.28,4980,901,61885.68,1.91,CUST_7JPHY1,Basic,2,FLASH_O8H2LD,27,104,BNDL_JXIZVF,54.74,3,Durable
CMP_4ZFJAB,PROD_OIADBU,48414.49,3533,140,5608.17,4.08,CUST_LO61D6,Standard,3,FLASH_JQRTQ0,66,194,BNDL_IC8N5E,386.31,3,Stylish
CMP_2845NE,PROD_FRZ6V5,25318.96,462,15,3284.52,2.17,CUST_WJOUAN,Basic,24,FLASH_CRO571,13,37,BNDL_TITC3U,484.12,4,Stylish
CMP_8RLL5Z,PROD_GUZT4H,40553.08,1973,886,90010.55,2.74,CUST_GFVPHE,Basic,33,FLASH_G9B0Q6,65,55,BNDL_KROD9L,187.23,4,Innovative
CMP_EGQ2Z6,PROD_LXVS3V,33572,1308,823,75963.25,4.61,CUST_BWZF87,Basic,3,FLASH_OWXM7Y,17,163,BNDL_JPVPVT,471.54,2,Innovative
